Support Ticket ID,Product,Customer,Status,Priority,CSAT Score,TTR (hours),Created Date,Resolved Date,Comments
SUP-3830,FNA,Foxtrot04,Pending,Medium,3,80,2025-02-08,2024-02-03,Issue resolved quickly
SUP-3831,FNA,Hotel02,Open,Low,4,38,2025-03-25,2023-01-05,Excellent support
SUP-3832,FNC,Kilo03,Pending,High,3,95,2024-07-02,2024-04-30,Unclear communication
SUP-3833,FNA,Quebec01,Closed,Urgent,4,40,2024-05-15,2025-06-01,Slow response time
SUP-3834,FNA,Uniform03,Closed,High,1,38,2023-03-11,2024-07-17,Slow response time
SUP-3835,FNB,Golf04,In Progress,Urgent,3,11,2023-06-06,2024-12-24,Excellent support
SUP-3836,FNC,Mike04,Pending,Low,1,132,2024-08-07,2023-08-17,Excellent support
SUP-3837,FNC,Delta04,Open,High,5,71,2025-03-01,2023-09-08,Helpful and responsive
SUP-3838,FNA,Foxtrot01,In Progress,Medium,3,41,2024-04-17,2023-08-10,Customer waited too long
SUP-3839,FNA,Mike02,Open,Urgent,2,135,2023-08-22,2024-12-22,Unclear communication
SUP-3840,FNA,Kilo01,In Progress,Low,2,88,2024-03-27,2024-07-30,Product feature missing
SUP-3841,FNA,Hotel04,In Progress,Low,3,77,2023-10-24,2025-02-19,Excellent support
SUP-3842,FNB,Quebec01,In Progress,Low,5,145,2023-06-07,2023-09-26,Helpful and responsive
SUP-3843,FNC,Quebec02,Closed,Urgent,3,98,2024-06-17,2024-11-06,Pending customer feedback
SUP-3844,FNB,Oscar04,Open,Medium,5,162,2024-04-26,2025-02-13,Issue resolved quickly
SUP-3845,FNC,Hotel03,In Progress,High,5,9,2024-08-07,2024-12-26,Helpful and responsive
SUP-3846,FNC,Echo02,Open,High,3,148,2023-01-21,2023-07-02,Excellent support
SUP-3847,FNC,Echo01,Closed,Urgent,3,82,2023-02-02,2023-03-01,Helpful and responsive
SUP-3848,FNB,Bravo04,In Progress,Medium,1,10,2024-02-13,2024-11-08,Product feature missing
SUP-3849,FNC,Charlie02,Open,Medium,2,151,2024-03-12,2024-04-01,Unclear communication
SUP-3850,FNB,Oscar04,In Progress,Urgent,2,117,2024-05-09,2023-09-09,Unclear communication
SUP-3851,FNC,November03,Pending,Urgent,3,94,2023-09-20,2023-10-12,Unclear communication
SUP-3852,FNB,Yankee01,Open,Urgent,1,131,2023-08-13,2025-04-05,Resolved after escalation
SUP-3853,FNC,Oscar04,In Progress,Low,4,38,2023-03-07,2025-03-05,Pending customer feedback
SUP-3854,FNB,Tango04,Closed,Low,1,81,2024-03-11,2025-01-12,Slow response time
SUP-3855,FNA,Foxtrot04,Pending,High,1,83,2024-01-20,2024-04-06,Pending customer feedback
SUP-3856,FNB,Bravo01,Pending,Low,2,85,2024-07-06,2023-04-21,Helpful and responsive
SUP-3857,FNA,Whiskey01,Pending,Low,1,53,2025-04-02,2024-04-07,Pending customer feedback
SUP-3858,FNB,Sierra04,Pending,Low,1,150,2025-01-16,2025-03-10,Excellent support
SUP-3859,FNA,Quebec04,Closed,Low,5,120,2024-09-22,2025-03-18,Customer waited too long
SUP-3860,FNA,India04,Closed,High,5,146,2023-09-19,2024-09-01,Product feature missing
SUP-3861,FNB,Quebec01,In Progress,Urgent,4,4,2023-08-21,2023-06-04,Excellent support
SUP-3862,FNC,India03,Closed,Urgent,1,54,2023-10-05,2023-06-30,Helpful and responsive
SUP-3863,FNC,Yankee04,Closed,Medium,3,5,2023-02-11,2023-03-26,Customer waited too long
SUP-3864,FNC,Uniform03,Open,High,1,109,2023-05-24,2023-10-27,Issue resolved quickly
SUP-3865,FNC,Foxtrot04,Open,Medium,5,154,2024-05-03,2025-06-13,Unclear communication
SUP-3866,FNC,Bravo02,Closed,Low,2,24,2025-03-30,2024-02-02,Customer waited too long
SUP-3867,FNC,Sierra03,Pending,Low,4,115,2024-04-30,2025-05-23,Issue resolved quickly
SUP-3868,FNB,Mike04,Closed,Low,4,123,2023-03-23,2023-04-06,Need follow-up
SUP-3869,FNA,Quebec02,In Progress,High,2,33,2023-12-24,2023-05-11,Product feature missing
SUP-3870,FNB,Delta02,Closed,Low,1,71,2025-07-05,2024-08-15,Product feature missing
SUP-3871,FNA,Juliet04,Closed,Medium,4,44,2024-11-08,2025-04-18,Resolved after escalation
SUP-3872,FNA,Tango02,Open,Urgent,1,94,2023-07-01,2023-01-28,Product feature missing
SUP-3873,FNB,India02,Open,Urgent,3,128,2025-04-04,2025-02-04,Product feature missing
SUP-3874,FNA,Alpha01,Closed,High,2,152,2024-06-07,2023-12-29,Slow response time
SUP-3875,FNB,Foxtrot03,Pending,High,1,47,2023-12-19,2023-05-28,Excellent support
SUP-3876,FNB,Alpha01,Closed,High,3,92,2024-11-20,2025-02-11,Customer waited too long
SUP-3877,FNC,Kilo04,In Progress,Medium,5,27,2024-04-22,2023-03-14,Need follow-up
SUP-3878,FNA,Lima03,Pending,Medium,3,95,2025-02-16,2023-04-14,Issue resolved quickly
SUP-3879,FNC,Golf04,Pending,High,3,14,2023-07-20,2024-01-28,Product feature missing
SUP-3880,FNB,Yankee02,Closed,High,4,158,2023-07-10,2023-12-18,Helpful and responsive
SUP-3881,FNB,Xray04,Pending,Urgent,1,32,2023-02-16,2023-05-11,Unclear communication
SUP-3882,FNA,Victor03,Pending,Medium,3,123,2023-01-04,2024-09-03,Unclear communication
SUP-3883,FNC,Yankee03,Open,High,1,162,2023-05-15,2024-05-02,Unclear communication
SUP-3884,FNC,Golf04,Pending,High,4,47,2025-03-22,2023-11-24,Issue resolved quickly
SUP-3885,FNA,Romeo01,Pending,Urgent,4,163,2023-09-27,2024-01-28,Issue resolved quickly
SUP-3886,FNB,Tango04,Closed,Low,3,103,2024-08-16,2025-03-22,Helpful and responsive
SUP-3887,FNB,Echo04,In Progress,Medium,2,37,2024-04-13,2024-09-07,Issue resolved quickly
SUP-3888,FNA,Mike04,Open,Medium,5,29,2024-11-16,2025-06-30,Resolved after escalation
SUP-3889,FNA,Lima04,In Progress,Medium,5,74,2024-03-30,2025-07-02,Issue resolved quickly
SUP-3890,FNA,Uniform04,Closed,High,1,57,2024-03-11,2024-12-26,Unclear communication
SUP-3891,FNC,Echo01,Pending,Medium,3,11,2024-05-05,2025-07-03,Slow response time
SUP-3892,FNA,Papa04,In Progress,Low,1,49,2024-01-29,2023-08-31,Slow response time
SUP-3893,FNB,Bravo01,Pending,Urgent,2,42,2023-10-25,2024-01-15,Issue resolved quickly
SUP-3894,FNA,Oscar04,Pending,Urgent,1,106,2025-07-31,2023-10-09,Unclear communication
SUP-3895,FNC,Oscar01,Pending,Low,5,49,2024-01-17,2023-01-26,Need follow-up
SUP-3896,FNC,Echo04,Open,Urgent,4,114,2023-11-27,2023-03-24,Resolved after escalation
SUP-3897,FNA,Romeo01,In Progress,Low,3,106,2025-05-22,2024-04-14,Excellent support
SUP-3898,FNB,Quebec03,Closed,High,4,164,2024-01-06,2023-07-13,Unclear communication
SUP-3899,FNA,Xray04,Closed,Urgent,2,129,2023-05-11,2025-06-11,Pending customer feedback
SUP-3900,FNC,Whiskey01,Closed,Low,5,9,2024-05-27,2023-11-20,Customer waited too long
SUP-3901,FNB,India02,In Progress,Medium,4,129,2023-01-26,2023-01-07,Customer waited too long
SUP-3902,FNC,Mike02,Pending,Urgent,2,120,2023-04-10,2023-12-16,Issue resolved quickly
SUP-3903,FNC,Alpha01,Closed,Urgent,1,164,2024-12-08,2024-10-02,Need follow-up
SUP-3904,FNC,Alpha02,Closed,Low,4,137,2025-06-10,2025-07-29,Pending customer feedback
SUP-3905,FNA,Sierra02,Pending,Medium,1,57,2025-01-08,2023-01-09,Excellent support
SUP-3906,FNC,Echo02,Pending,Low,3,102,2023-09-26,2025-01-25,Issue resolved quickly
SUP-3907,FNA,Delta01,Open,Low,1,142,2024-08-03,2025-02-27,Resolved after escalation
SUP-3908,FNA,Foxtrot02,Pending,High,3,51,2023-06-27,2025-07-17,Excellent support
SUP-3909,FNA,Bravo03,Pending,Urgent,1,54,2025-06-13,2025-04-16,Unclear communication
SUP-3910,FNC,Xray03,Open,Low,4,109,2024-12-01,2025-05-11,Resolved after escalation
SUP-3911,FNC,Hotel04,Open,Urgent,2,29,2023-09-15,2023-01-10,Issue resolved quickly
SUP-3912,FNC,Quebec02,In Progress,Urgent,1,5,2025-01-22,2023-12-28,Pending customer feedback
SUP-3913,FNB,Kilo03,Closed,Urgent,1,13,2023-02-14,2025-01-06,Product feature missing
SUP-3914,FNB,November03,Closed,High,1,61,2025-05-10,2024-08-01,Customer waited too long
SUP-3915,FNB,Juliet01,Closed,High,4,116,2024-12-16,2024-09-06,Need follow-up
SUP-3916,FNB,Mike01,Open,Low,2,95,2025-07-02,2024-03-08,Issue resolved quickly
SUP-3917,FNB,Quebec04,Open,Urgent,2,58,2023-07-25,2023-12-11,Slow response time
SUP-3918,FNC,Lima03,Open,Low,5,34,2024-05-24,2024-07-26,Pending customer feedback
SUP-3919,FNC,Hotel03,In Progress,Medium,4,83,2023-05-19,2023-05-06,Slow response time
SUP-3920,FNC,Romeo04,Open,High,4,87,2023-01-05,2023-03-12,Unclear communication
SUP-3921,FNA,Tango01,Pending,Low,5,117,2024-02-19,2024-06-03,Unclear communication
SUP-3922,FNA,Papa04,Pending,Medium,5,104,2024-11-26,2023-01-16,Unclear communication
SUP-3923,FNC,Quebec02,Closed,Medium,2,116,2025-07-12,2023-08-23,Excellent support
SUP-3924,FNC,Alpha04,Open,Urgent,1,23,2023-01-20,2023-02-20,Issue resolved quickly
SUP-3925,FNC,Hotel02,In Progress,High,5,2,2025-03-11,2023-03-30,Product feature missing
SUP-3926,FNC,November02,Pending,Urgent,1,164,2024-03-22,2024-05-27,Excellent support
SUP-3927,FNA,Hotel02,In Progress,High,4,108,2023-07-09,2023-05-18,Slow response time
SUP-3928,FNA,Lima01,Pending,Medium,4,3,2025-05-25,2024-04-15,Issue resolved quickly
SUP-3929,FNC,Echo01,Pending,Low,1,41,2024-07-30,2025-07-15,Excellent support
SUP-3930,FNC,Tango04,Open,Urgent,1,83,2025-02-05,2024-08-20,Product feature missing
SUP-3931,FNC,Xray04,Pending,Medium,4,94,2024-02-23,2024-12-29,Need follow-up
SUP-3932,FNB,Alpha03,Pending,High,1,104,2023-05-23,2025-06-16,Helpful and responsive
SUP-3933,FNC,Golf04,Closed,Urgent,5,121,2024-01-13,2023-11-04,Slow response time
SUP-3934,FNC,Quebec01,Pending,Low,3,167,2024-07-22,2024-08-28,Unclear communication
SUP-3935,FNC,Whiskey01,Open,High,3,73,2024-08-14,2023-08-07,Helpful and responsive
SUP-3936,FNB,Hotel03,Open,Medium,2,115,2024-06-14,2023-02-27,Resolved after escalation
SUP-3937,FNB,Lima03,In Progress,Low,1,40,2023-03-12,2023-09-13,Issue resolved quickly
SUP-3938,FNC,Whiskey03,In Progress,High,5,32,2023-01-06,2024-03-28,Product feature missing
SUP-3939,FNB,Delta01,Pending,Urgent,1,18,2023-09-07,2024-05-26,Slow response time
SUP-3940,FNB,Whiskey03,Open,High,2,118,2023-03-11,2023-09-21,Helpful and responsive
SUP-3941,FNA,Foxtrot03,Open,High,5,152,2025-01-05,2024-06-02,Customer waited too long
SUP-3942,FNC,Alpha04,Open,Medium,4,146,2023-03-03,2024-12-31,Customer waited too long
SUP-3943,FNA,Romeo04,Closed,Low,4,4,2023-05-26,2024-07-07,Product feature missing
SUP-3944,FNC,Oscar01,Pending,High,3,134,2025-03-21,2023-02-19,Customer waited too long
SUP-3945,FNC,Uniform03,In Progress,Low,5,50,2024-09-07,2023-01-02,Unclear communication
SUP-3946,FNB,Echo02,Closed,Low,4,154,2025-01-10,2025-02-17,Issue resolved quickly
SUP-3947,FNC,Lima01,Pending,Urgent,1,57,2024-05-30,2024-03-11,Issue resolved quickly
SUP-3948,FNB,India03,Pending,Low,5,102,2024-06-29,2024-09-01,Need follow-up
SUP-3949,FNB,India03,Pending,High,4,129,2024-02-11,2023-06-07,Pending customer feedback
SUP-3950,FNA,Yankee03,Pending,Medium,2,87,2025-02-23,2025-03-03,Resolved after escalation
SUP-3951,FNB,Sierra03,In Progress,High,3,73,2023-06-19,2024-05-01,Pending customer feedback
SUP-3952,FNA,Juliet01,In Progress,Urgent,1,92,2023-09-19,2024-09-12,Need follow-up
SUP-3953,FNB,Sierra04,Open,High,1,142,2024-10-08,2025-02-21,Resolved after escalation
SUP-3954,FNA,Delta04,In Progress,Urgent,5,150,2024-06-27,2025-04-05,Issue resolved quickly
SUP-3955,FNC,Charlie04,In Progress,Medium,5,79,2024-02-25,2024-09-20,Excellent support
SUP-3956,FNC,Papa01,Open,Low,1,143,2024-04-07,2023-02-06,Issue resolved quickly
SUP-3957,FNB,Oscar03,In Progress,Urgent,4,35,2025-03-19,2024-12-18,Pending customer feedback
SUP-3958,FNC,Romeo04,Open,High,2,159,2024-09-03,2024-11-09,Helpful and responsive
SUP-3959,FNC,Quebec01,In Progress,High,5,89,2024-07-30,2023-08-13,Excellent support
SUP-3960,FNC,Romeo02,Open,Medium,3,74,2025-04-15,2023-11-26,Pending customer feedback
SUP-3961,FNB,Romeo03,In Progress,Urgent,2,166,2023-08-29,2023-07-04,Helpful and responsive
SUP-3962,FNC,Kilo03,Open,Urgent,2,163,2024-08-24,2025-03-13,Slow response time
SUP-3963,FNC,Quebec01,Open,High,3,120,2025-04-22,2025-07-17,Slow response time
SUP-3964,FNC,Juliet03,Open,High,5,119,2023-07-05,2023-12-10,Product feature missing
SUP-3965,FNA,Delta02,In Progress,Low,1,54,2024-03-29,2023-05-17,Need follow-up
SUP-3966,FNC,India02,Open,High,1,134,2023-07-19,2025-04-28,Slow response time
SUP-3967,FNC,Golf04,In Progress,Urgent,2,46,2025-05-07,2023-06-02,Excellent support
SUP-3968,FNA,Quebec01,Closed,Urgent,2,111,2025-04-26,2024-08-10,Resolved after escalation
SUP-3969,FNB,Golf02,Open,Medium,2,81,2024-04-11,2024-11-07,Issue resolved quickly
SUP-3970,FNB,India04,Open,Urgent,2,63,2025-03-07,2025-02-26,Pending customer feedback
SUP-3971,FNA,India02,Closed,Medium,3,72,2025-02-21,2023-02-20,Slow response time
SUP-3972,FNA,Oscar04,Open,High,5,37,2025-05-29,2025-03-15,Resolved after escalation
SUP-3973,FNB,Golf01,In Progress,Medium,1,159,2025-06-19,2025-03-16,Helpful and responsive
SUP-3974,FNC,Foxtrot04,Pending,Urgent,1,54,2024-02-28,2025-07-20,Excellent support
SUP-3975,FNB,Yankee04,Pending,Urgent,3,64,2024-07-24,2024-09-30,Customer waited too long
SUP-3976,FNB,Bravo03,Open,Medium,4,34,2023-09-04,2025-01-09,Slow response time
SUP-3977,FNB,Golf01,Open,High,1,120,2023-06-05,2024-06-25,Helpful and responsive
SUP-3978,FNA,Xray03,Open,High,3,145,2023-06-10,2024-06-07,Resolved after escalation
SUP-3979,FNC,Juliet01,In Progress,Urgent,2,64,2023-05-05,2025-02-21,Slow response time
SUP-3980,FNC,Delta01,Pending,Low,1,13,2023-07-25,2023-09-18,Unclear communication
SUP-3981,FNC,Uniform04,Open,Urgent,4,78,2023-04-09,2024-02-20,Unclear communication
SUP-3982,FNC,Xray01,In Progress,High,3,22,2024-03-18,2024-04-20,Resolved after escalation
SUP-3983,FNB,Hotel03,Closed,Medium,3,90,2023-05-25,2025-06-03,Unclear communication
SUP-3984,FNC,Foxtrot04,Open,Urgent,1,101,2023-12-29,2023-05-22,Resolved after escalation
SUP-3985,FNC,Quebec03,Open,Medium,2,110,2024-01-05,2024-11-17,Resolved after escalation
SUP-3986,FNC,Lima01,Open,Low,5,76,2023-07-22,2023-10-25,Pending customer feedback
SUP-3987,FNC,India02,In Progress,Medium,1,11,2024-12-26,2024-09-29,Product feature missing
SUP-3988,FNA,Oscar03,Closed,Urgent,1,53,2024-08-05,2023-07-17,Need follow-up
SUP-3989,FNA,Bravo02,Pending,Medium,4,51,2024-08-31,2024-02-01,Pending customer feedback
SUP-3990,FNC,November04,Pending,Medium,5,51,2024-09-05,2023-05-24,Pending customer feedback
SUP-3991,FNC,Yankee03,Pending,Low,2,97,2023-07-11,2024-10-06,Resolved after escalation
SUP-3992,FNC,Delta01,Closed,High,3,83,2024-11-07,2024-10-25,Excellent support
SUP-3993,FNA,Juliet04,Pending,Low,3,138,2023-07-28,2024-06-10,Need follow-up
SUP-3994,FNB,Sierra03,Open,Medium,3,98,2024-06-22,2023-11-20,Resolved after escalation
SUP-3995,FNC,Delta01,Open,Urgent,1,110,2025-01-26,2024-11-29,Helpful and responsive
SUP-3996,FNA,Papa02,Closed,Medium,4,160,2024-06-19,2025-01-25,Resolved after escalation
SUP-3997,FNB,November01,Open,Urgent,5,110,2025-07-26,2024-04-22,Unclear communication
SUP-3998,FNA,November04,Pending,Urgent,5,159,2023-09-04,2023-04-15,Unclear communication
SUP-3999,FNC,Kilo04,Closed,Low,1,153,2023-03-25,2024-10-24,Pending customer feedback
SUP-4000,FNB,Whiskey04,Closed,Urgent,2,91,2023-11-26,2023-11-20,Unclear communication
SUP-4001,FNC,Quebec04,In Progress,Urgent,2,161,2024-02-07,2023-02-13,Need follow-up
SUP-4002,FNA,Victor02,Open,Urgent,5,52,2024-06-28,2025-06-21,Resolved after escalation
SUP-4003,FNA,Papa01,Open,Urgent,5,36,2024-12-23,2023-02-12,Unclear communication
SUP-4004,FNA,November02,Open,Urgent,1,60,2023-03-25,2024-02-02,Issue resolved quickly
SUP-4005,FNB,Mike01,In Progress,Low,5,103,2023-12-09,2023-02-07,Product feature missing
SUP-4006,FNB,Juliet01,In Progress,High,4,162,2023-09-30,2023-02-11,Slow response time
SUP-4007,FNA,Echo02,Pending,Medium,2,19,2024-03-13,2024-09-30,Need follow-up
SUP-4008,FNB,Alpha02,In Progress,Medium,4,72,2023-08-18,2024-11-05,Unclear communication
SUP-4009,FNA,November04,In Progress,Medium,1,82,2024-09-16,2024-02-08,Excellent support
SUP-4010,FNA,Mike02,Pending,Urgent,3,76,2024-09-08,2025-05-20,Pending customer feedback
SUP-4011,FNA,Yankee01,Closed,Urgent,1,77,2023-12-27,2024-01-24,Resolved after escalation
SUP-4012,FNB,Romeo01,In Progress,Urgent,1,12,2023-08-05,2023-02-09,Excellent support
SUP-4013,FNB,Charlie04,In Progress,Urgent,3,67,2025-02-20,2024-08-05,Issue resolved quickly
SUP-4014,FNC,Delta04,Closed,High,5,86,2025-03-02,2025-03-22,Unclear communication
SUP-4015,FNB,Oscar02,Pending,High,3,166,2024-11-22,2023-06-02,Customer waited too long
SUP-4016,FNC,Xray02,Closed,Medium,5,14,2023-06-26,2025-07-15,Customer waited too long
SUP-4017,FNC,Echo02,Open,Low,2,113,2023-03-07,2024-11-02,Helpful and responsive
SUP-4018,FNA,Golf03,Open,Urgent,4,112,2023-10-08,2025-05-29,Customer waited too long
SUP-4019,FNB,Whiskey03,Open,High,2,45,2024-04-23,2025-02-11,Helpful and responsive
SUP-4020,FNB,Charlie03,Pending,High,2,9,2023-02-01,2023-07-17,Resolved after escalation
SUP-4021,FNC,Tango01,Closed,Urgent,2,65,2024-07-31,2023-07-06,Product feature missing
SUP-4022,FNA,Quebec02,Pending,Medium,2,4,2024-06-10,2024-09-21,Slow response time
SUP-4023,FNA,Golf01,Open,Urgent,2,155,2024-02-25,2024-01-27,Product feature missing
SUP-4024,FNA,India01,Closed,High,3,2,2023-10-11,2023-01-28,Customer waited too long
SUP-4025,FNA,India03,Closed,Medium,2,25,2024-07-12,2024-04-04,Unclear communication
SUP-4026,FNC,Victor04,Closed,Low,2,80,2025-02-06,2023-09-09,Need follow-up
SUP-4027,FNB,Papa04,Closed,Low,1,54,2023-06-02,2023-07-30,Slow response time
SUP-4028,FNB,Lima01,Pending,High,1,34,2023-12-20,2024-06-12,Customer waited too long
SUP-4029,FNA,Quebec01,Open,Urgent,1,150,2023-07-16,2023-06-24,Slow response time
SUP-4030,FNB,Golf01,Pending,Low,2,138,2024-02-11,2024-07-13,Slow response time
SUP-4031,FNC,November01,Pending,Medium,2,4,2024-02-15,2023-03-20,Need follow-up
SUP-4032,FNC,Tango01,Open,High,3,140,2024-07-26,2023-02-07,Unclear communication
SUP-4033,FNB,Papa01,Pending,Low,2,100,2023-03-24,2023-08-04,Unclear communication
SUP-4034,FNC,India02,In Progress,Medium,5,86,2025-03-20,2024-09-02,Issue resolved quickly
SUP-4035,FNA,Delta03,In Progress,Medium,1,54,2023-02-10,2025-01-09,Customer waited too long
SUP-4036,FNC,Romeo02,In Progress,High,4,26,2023-07-31,2023-03-20,Need follow-up
SUP-4037,FNC,Uniform02,Open,Low,1,19,2024-03-23,2024-01-20,Unclear communication
SUP-4038,FNB,Golf04,Pending,Low,3,95,2023-12-26,2025-04-09,Product feature missing
SUP-4039,FNC,November01,Closed,Low,3,99,2023-04-29,2025-04-08,Pending customer feedback
SUP-4040,FNC,Foxtrot02,Open,Urgent,2,163,2023-09-24,2024-01-02,Need follow-up
SUP-4041,FNC,Bravo04,Closed,High,5,109,2025-03-20,2023-02-05,Customer waited too long
SUP-4042,FNA,November04,Closed,Urgent,2,141,2023-08-29,2025-07-23,Excellent support
SUP-4043,FNA,Foxtrot04,Closed,Low,1,66,2023-04-23,2023-03-01,Slow response time
SUP-4044,FNB,Charlie04,In Progress,Medium,4,18,2024-07-06,2024-01-13,Slow response time
SUP-4045,FNA,Foxtrot04,Pending,High,2,106,2023-12-27,2024-05-30,Customer waited too long
SUP-4046,FNC,Alpha01,Closed,Medium,3,96,2024-08-01,2023-12-25,Helpful and responsive
SUP-4047,FNB,Golf04,Closed,Medium,4,129,2023-07-04,2024-03-02,Resolved after escalation
SUP-4048,FNC,Bravo04,Closed,Low,2,164,2025-04-21,2023-05-16,Product feature missing
SUP-4049,FNA,Alpha03,In Progress,Medium,4,34,2025-07-28,2025-02-10,Customer waited too long
SUP-4050,FNC,Uniform01,Closed,Low,3,44,2024-03-15,2024-02-16,Issue resolved quickly
SUP-4051,FNB,Sierra01,In Progress,Medium,3,34,2025-01-08,2023-01-14,Need follow-up
SUP-4052,FNA,Oscar03,Closed,High,2,64,2024-10-07,2025-05-22,Product feature missing
SUP-4053,FNA,Sierra03,Open,Low,2,164,2025-01-31,2023-02-16,Customer waited too long
SUP-4054,FNB,India02,Open,Urgent,2,33,2023-11-08,2024-11-14,Need follow-up
SUP-4055,FNB,Echo04,Pending,Urgent,2,113,2024-04-01,2025-04-09,Helpful and responsive
SUP-4056,FNB,Echo03,Pending,Medium,1,11,2023-11-07,2024-07-20,Product feature missing
SUP-4057,FNC,Yankee02,Pending,Low,5,160,2023-03-28,2024-06-08,Product feature missing
SUP-4058,FNA,Oscar03,In Progress,Medium,2,125,2023-07-05,2023-04-11,Product feature missing
SUP-4059,FNC,Sierra01,Closed,High,3,165,2023-08-11,2025-04-07,Helpful and responsive
SUP-4060,FNC,Uniform03,Open,Medium,2,83,2024-11-16,2024-03-24,Helpful and responsive
SUP-4061,FNC,Juliet02,Closed,High,1,121,2023-03-07,2024-08-22,Product feature missing
SUP-4062,FNA,Golf01,Closed,Urgent,1,87,2023-09-16,2024-06-15,Issue resolved quickly
SUP-4063,FNB,Golf04,Pending,Low,3,16,2023-01-05,2023-10-17,Helpful and responsive
SUP-4064,FNA,Yankee01,Open,Urgent,3,94,2023-07-20,2023-11-11,Customer waited too long
SUP-4065,FNC,Kilo03,In Progress,Medium,4,2,2023-08-13,2023-09-06,Unclear communication
SUP-4066,FNB,Delta02,Open,Medium,2,73,2025-06-13,2023-12-18,Customer waited too long
SUP-4067,FNA,Golf02,Closed,Urgent,1,135,2023-04-08,2023-09-07,Excellent support
SUP-4068,FNB,Golf01,Closed,Medium,4,153,2024-08-03,2024-07-18,Resolved after escalation
SUP-4069,FNC,Xray03,Pending,High,2,138,2025-04-20,2023-10-18,Need follow-up
SUP-4070,FNB,Oscar01,Closed,Low,3,55,2024-10-18,2025-06-24,Issue resolved quickly
SUP-4071,FNC,Xray03,Open,Medium,5,4,2025-05-13,2023-11-26,Pending customer feedback
SUP-4072,FNB,Whiskey03,Open,Medium,5,99,2025-06-12,2023-01-06,Pending customer feedback
SUP-4073,FNC,Golf02,Open,Urgent,4,117,2023-05-16,2024-07-22,Helpful and responsive
SUP-4074,FNB,Delta02,Open,Low,5,93,2024-04-20,2025-07-10,Product feature missing
SUP-4075,FNA,Quebec02,In Progress,Urgent,4,13,2023-11-26,2023-11-04,Excellent support
SUP-4076,FNC,Romeo02,Closed,High,1,118,2025-01-06,2024-11-23,Excellent support
SUP-4077,FNB,Papa04,Pending,Urgent,3,59,2023-06-25,2025-06-04,Unclear communication
SUP-4078,FNA,Golf02,In Progress,Medium,5,143,2023-03-27,2023-10-16,Excellent support
SUP-4079,FNB,India02,Open,Low,3,78,2023-02-15,2024-05-27,Slow response time
SUP-4080,FNA,November03,Pending,Urgent,1,86,2023-09-25,2023-05-25,Resolved after escalation
SUP-4081,FNB,Echo04,Open,Low,1,108,2024-03-27,2025-01-09,Need follow-up
SUP-4082,FNA,November02,Pending,Medium,1,153,2023-10-28,2024-12-22,Excellent support
